,TEAM_ID,TEAM_NAME,W,L,W_PCT,PTS,FEATURE_SEASON,OFF_RATING,DEF_RATING,NET_RATING,AST_RATIO,OREB_PCT,DREB_PCT,TM_TOV_PCT,TS_PCT,PACE,NEXT_SEASON_WINS,TARGET_SEASON
25,1610612758,Sacramento Kings,29,53,0.354,8310,2014-15,104.5,108.2,-3.7,15.5,0.313,0.715,0.168,0.542,96.16,33,2015-16
26,1610612759,San Antonio Spurs,55,27,0.671,8461,2014-15,107.6,101.4,6.3,18.4,0.272,0.73,0.146,0.555,94.45,67,2015-16
27,1610612761,Toronto Raptors,49,33,0.598,8527,2014-15,110.2,107.1,3.1,16.1,0.301,0.689,0.137,0.553,93.46,56,2015-16
28,1610612762,Utah Jazz,38,44,0.463,7801,2014-15,104.2,104.1,0.1,15.8,0.332,0.715,0.168,0.531,91.1,40,2015-16
29,1610612764,Washington Wizards,46,36,0.561,8080,2014-15,103.0,102.4,0.6,18.1,0.288,0.726,0.157,0.534,94.29,41,2015-16
0,1610612737,Atlanta Hawks,48,34,0.585,8433,2015-16,104.6,100.8,3.9,19.0,0.234,0.698,0.152,0.552,97.63,43,2016-17
1,1610612738,Boston Celtics,48,34,0.585,8669,2015-16,105.8,102.5,3.3,17.4,0.29,0.707,0.138,0.531,99.43,53,2016-17
2,1610612751,Brooklyn Nets,21,61,0.256,8089,2015-16,102.4,109.7,-7.4,17.0,0.279,0.716,0.153,0.527,96.12,20,2016-17
3,1610612766,Charlotte Hornets,48,34,0.585,8479,2015-16,106.4,103.7,2.7,16.7,0.244,0.754,0.129,0.545,96.24,36,2016-17
4,1610612741,Chicago Bulls,42,40,0.512,8335,2015-16,104.1,105.5,-1.4,17.0,0.29,0.714,0.142,0.526,96.6,41,2016-17
5,1610612739,Cleveland Cavaliers,57,25,0.695,8555,2015-16,110.2,103.9,6.3,17.4,0.294,0.742,0.143,0.558,93.82,51,2016-17
6,1610612742,Dallas Mavericks,42,40,0.512,8388,2015-16,105.5,105.9,-0.4,17.0,0.241,0.723,0.132,0.544,95.34,33,2016-17
7,1610612743,Denver Nuggets,33,49,0.402,8355,2015-16,104.9,108.2,-3.3,16.9,0.304,0.732,0.151,0.531,96.34,40,2016-17
8,1610612765,Detroit Pistons,44,38,0.537,8361,2015-16,105.3,104.9,0.3,14.8,0.313,0.753,0.14,0.522,95.75,37,2016-17
9,1610612744,Golden State Warriors,73,9,0.89,9421,2015-16,113.5,102.8,10.6,20.4,0.267,0.72,0.15,0.593,100.24,67,2016-17
10,1610612745,Houston Rockets,41,41,0.5,8737,2015-16,107.3,107.3,0.0,16.4,0.297,0.692,0.161,0.553,98.42,55,2016-17
11,1610612754,Indiana Pacers,45,37,0.549,8377,2015-16,103.8,102.2,1.6,16.1,0.271,0.714,0.151,0.536,97.35,42,2016-17
12,1610612746,LA Clippers,53,29,0.646,8569,2015-16,107.2,102.7,4.5,17.4,0.234,0.697,0.133,0.556,96.81,51,2016-17
13,1610612747,Los Angeles Lakers,17,65,0.207,7982,2015-16,100.7,110.3,-9.7,14.1,0.271,0.712,0.142,0.509,96.55,26,2016-17
14,1610612763,Memphis Grizzlies,42,40,0.512,8126,2015-16,104.7,107.1,-2.4,16.0,0.298,0.709,0.14,0.524,93.95,43,2016-17
15,1610612748,Miami Heat,48,34,0.585,8204,2015-16,105.5,103.7,1.7,16.3,0.28,0.729,0.148,0.545,94.14,41,2016-17
16,1610612749,Milwaukee Bucks,33,49,0.402,8122,2015-16,103.4,107.8,-4.5,17.6,0.286,0.689,0.159,0.537,95.05,42,2016-17
17,1610612750,Minnesota Timberwolves,29,53,0.354,8398,2015-16,105.4,109.0,-3.5,17.6,0.279,0.702,0.155,0.549,96.2,31,2016-17
18,1610612740,New Orleans Pelicans,30,52,0.366,8423,2015-16,104.8,108.4,-3.7,16.8,0.252,0.748,0.137,0.537,97.64,34,2016-17
19,1610612752,New York Knicks,32,50,0.39,8065,2015-16,103.9,106.7,-2.8,16.0,0.28,0.718,0.142,0.527,94.12,31,2016-17
20,1610612760,Oklahoma City Thunder,55,27,0.671,9038,2015-16,112.1,104.8,7.4,16.7,0.347,0.72,0.162,0.565,97.54,47,2016-17
21,1610612753,Orlando Magic,35,47,0.427,8369,2015-16,104.4,106.0,-1.6,17.6,0.271,0.726,0.144,0.533,96.68,29,2016-17
22,1610612755,Philadelphia 76ers,10,72,0.122,7988,2015-16,98.4,108.6,-10.2,16.3,0.25,0.693,0.165,0.519,98.44,28,2016-17
23,1610612756,Phoenix Suns,23,59,0.28,8271,2015-16,101.5,107.9,-6.5,15.4,0.297,0.733,0.173,0.526,99.39,24,2016-17
24,1610612757,Portland Trail Blazers,44,38,0.537,8622,2015-16,107.6,106.8,0.8,16.0,0.294,0.728,0.15,0.548,97.06,41,2016-17
25,1610612758,Sacramento Kings,33,49,0.402,8740,2015-16,105.3,107.6,-2.3,17.6,0.281,0.717,0.16,0.546,100.66,32,2016-17
26,1610612759,San Antonio Spurs,67,15,0.817,8490,2015-16,109.3,98.2,11.1,18.8,0.266,0.746,0.138,0.564,94.54,61,2016-17
27,1610612761,Toronto Raptors,56,26,0.683,8422,2015-16,109.3,104.8,4.4,14.9,0.3,0.736,0.139,0.552,93.35,51,2016-17
28,1610612762,Utah Jazz,40,42,0.488,8010,2015-16,105.0,103.2,1.8,15.1,0.303,0.731,0.161,0.54,91.66,51,2016-17
29,1610612764,Washington Wizards,41,41,0.5,8534,2015-16,104.5,105.1,-0.5,18.1,0.25,0.737,0.145,0.544,99.16,49,2016-17
0,1610612737,Atlanta Hawks,43,39,0.524,8459,2016-17,104.5,105.2,-0.7,17.4,0.282,0.717,0.16,0.541,97.76,24,2017-18
1,1610612738,Boston Celtics,53,29,0.646,8857,2016-17,110.6,108.0,2.6,18.8,0.259,0.705,0.136,0.567,97.21,55,2017-18
2,1610612751,Brooklyn Nets,20,62,0.244,8673,2016-17,103.6,110.1,-6.5,15.9,0.241,0.716,0.162,0.551,101.75,28,2017-18
3,1610612766,Charlotte Hornets,36,46,0.439,8601,2016-17,108.4,108.4,0.0,17.6,0.247,0.749,0.119,0.547,95.92,36,2017-18
4,1610612741,Chicago Bulls,41,41,0.5,8435,2016-17,106.5,106.2,0.3,16.8,0.311,0.733,0.14,0.53,96.02,27,2017-18
5,1610612739,Cleveland Cavaliers,51,31,0.622,9048,2016-17,112.8,109.7,3.1,17.1,0.264,0.722,0.14,0.58,96.74,50,2017-18
6,1610612742,Dallas Mavericks,33,49,0.402,8029,2016-17,104.7,107.7,-3.0,16.8,0.216,0.733,0.127,0.541,93.11,24,2017-18
7,1610612743,Denver Nuggets,40,42,0.488,9161,2016-17,112.2,111.7,0.4,18.2,0.314,0.753,0.15,0.568,99.18,46,2017-18
8,1610612765,Detroit Pistons,37,45,0.451,8309,2016-17,105.3,106.7,-1.4,16.1,0.286,0.775,0.123,0.521,95.52,39,2017-18
9,1610612744,Golden State Warriors,67,15,0.817,9503,2016-17,114.8,103.4,11.4,21.2,0.272,0.709,0.146,0.597,100.37,58,2017-18
10,1610612745,Houston Rockets,55,27,0.671,9458,2016-17,114.1,108.4,5.7,18.1,0.281,0.717,0.15,0.583,100.55,65,2017-18
11,1610612754,Indiana Pacers,42,40,0.512,8618,2016-17,107.9,108.1,-0.2,17.2,0.255,0.713,0.141,0.558,96.59,48,2017-18
12,1610612746,LA Clippers,51,31,0.622,8911,2016-17,111.8,107.5,4.4,17.2,0.256,0.733,0.133,0.574,96.77,42,2017-18
13,1610612747,Los Angeles Lakers,26,56,0.317,8575,2016-17,105.3,112.0,-6.7,15.6,0.284,0.717,0.153,0.537,99.26,35,2017-18
14,1610612763,Memphis Grizzlies,43,39,0.524,8239,2016-17,107.0,106.5,0.5,16.5,0.295,0.731,0.137,0.535,92.84,22,2017-18
15,1610612748,Miami Heat,41,41,0.5,8460,2016-17,107.4,106.4,1.0,16.3,0.284,0.718,0.14,0.541,95.51,44,2017-18
16,1610612749,Milwaukee Bucks,42,40,0.512,8497,2016-17,108.5,108.7,-0.2,18.5,0.26,0.706,0.146,0.565,94.99,44,2017-18
17,1610612750,Minnesota Timberwolves,31,51,0.378,8657,2016-17,110.0,110.9,-0.9,17.7,0.309,0.71,0.146,0.555,95.48,47,2017-18
18,1610612740,New Orleans Pelicans,34,48,0.415,8556,2016-17,104.7,106.8,-2.1,17.1,0.228,0.728,0.129,0.539,98.56,48,2017-18
19,1610612752,New York Knicks,31,51,0.378,8556,2016-17,107.1,110.7,-3.6,16.3,0.305,0.698,0.143,0.534,96.63,29,2017-18
20,1610612760,Oklahoma City Thunder,47,35,0.573,8741,2016-17,107.9,107.1,0.8,15.5,0.323,0.742,0.152,0.54,98.18,48,2017-18
21,1610612753,Orlando Magic,29,53,0.354,8288,2016-17,103.7,110.3,-6.5,16.8,0.267,0.726,0.137,0.524,96.9,25,2017-18
22,1610612755,Philadelphia 76ers,28,54,0.341,8400,2016-17,102.7,108.2,-5.5,17.4,0.273,0.709,0.167,0.539,99.07,52,2017-18
23,1610612756,Phoenix Suns,24,58,0.293,8831,2016-17,106.1,111.3,-5.2,14.4,0.299,0.718,0.152,0.538,100.85,21,2017-18
24,1610612757,Portland Trail Blazers,41,41,0.5,8851,2016-17,109.4,110.0,-0.6,16.0,0.269,0.72,0.139,0.559,97.38,49,2017-18
25,1610612758,Sacramento Kings,32,50,0.39,8430,2016-17,106.6,110.8,-4.2,17.3,0.258,0.723,0.152,0.556,95.42,27,2017-18
26,1610612759,San Antonio Spurs,61,21,0.744,8637,2016-17,110.3,102.9,7.4,18.1,0.282,0.73,0.141,0.564,94.86,47,2017-18
27,1610612761,Toronto Raptors,51,31,0.622,8762,2016-17,111.4,107.1,4.3,14.5,0.291,0.717,0.132,0.561,95.41,59,2017-18
28,1610612762,Utah Jazz,51,31,0.622,8258,2016-17,109.0,104.7,4.3,16.2,0.27,0.743,0.148,0.563,92.09,48,2017-18
29,1610612764,Washington Wizards,49,33,0.598,8953,2016-17,110.4,108.8,1.7,17.6,0.286,0.716,0.143,0.564,97.94,43,2017-18
0,1610612737,Atlanta Hawks,24,58,0.293,8475,2017-18,104.4,110.1,-5.7,17.6,0.263,0.719,0.157,0.547,98.76,29,2018-19
1,1610612738,Boston Celtics,55,27,0.671,8529,2017-18,106.8,103.2,3.6,17.0,0.263,0.739,0.144,0.552,96.75,49,2018-19
2,1610612751,Brooklyn Nets,28,54,0.341,8741,2017-18,106.1,109.7,-3.6,17.3,0.251,0.731,0.151,0.551,99.66,42,2018-19
3,1610612766,Charlotte Hornets,36,46,0.439,8874,2017-18,109.0,109.0,-0.1,16.1,0.271,0.763,0.128,0.549,98.66,39,2018-19
4,1610612741,Chicago Bulls,27,55,0.329,8440,2017-18,103.4,110.5,-7.0,17.3,0.256,0.767,0.141,0.529,98.65,22,2018-19
5,1610612739,Cleveland Cavaliers,50,32,0.61,9091,2017-18,112.0,111.1,1.0,17.5,0.243,0.73,0.139,0.584,98.72,19,2018-19
6,1610612742,Dallas Mavericks,24,58,0.293,8390,2017-18,105.4,108.4,-2.9,17.3,0.224,0.749,0.127,0.544,96.53,33,2018-19
7,1610612743,Denver Nuggets,46,36,0.561,9020,2017-18,111.4,110.0,1.4,18.2,0.3,0.736,0.151,0.57,97.69,54,2018-19
8,1610612765,Detroit Pistons,39,43,0.476,8509,2017-18,106.6,106.7,-0.1,17.1,0.269,0.74,0.138,0.543,96.75,41,2018-19
9,1610612744,Golden State Warriors,58,24,0.707,9304,2017-18,112.8,106.8,5.9,20.9,0.243,0.712,0.153,0.603,100.35,57,2018-19
10,1610612745,Houston Rockets,65,17,0.793,9213,2017-18,114.1,105.7,8.4,16.4,0.254,0.75,0.141,0.59,98.02,53,2018-19
11,1610612754,Indiana Pacers,48,34,0.585,8656,2017-18,108.5,107.3,1.3,16.8,0.271,0.721,0.136,0.557,96.84,48,2018-19
12,1610612746,LA Clippers,42,40,0.512,8937,2017-18,109.4,109.2,0.2,16.5,0.284,0.718,0.147,0.564,99.54,48,2018-19
13,1610612747,Los Angeles Lakers,35,47,0.427,8862,2017-18,106.0,107.3,-1.3,17.0,0.279,0.729,0.155,0.548,100.9,37,2018-19
14,1610612763,Memphis Grizzlies,22,60,0.268,8145,2017-18,103.6,110.4,-6.8,16.6,0.276,0.721,0.156,0.539,95.65,33,2018-19
15,1610612748,Miami Heat,44,38,0.537,8480,2017-18,106.2,105.8,0.4,17.1,0.261,0.741,0.148,0.551,96.1,39,2018-19
16,1610612749,Milwaukee Bucks,44,38,0.537,8731,2017-18,109.0,109.1,-0.2,17.7,0.244,0.709,0.142,0.571,97.03,60,2018-19
17,1610612750,Minnesota Timberwolves,47,35,0.573,8980,2017-18,112.5,110.2,2.3,17.0,0.289,0.72,0.128,0.566,96.75,36,2018-19
18,1610612740,New Orleans Pelicans,48,34,0.585,9161,2017-18,108.5,107.4,1.1,19.0,0.24,0.726,0.145,0.573,101.48,33,2018-19
19,1610612752,New York Knicks,29,53,0.354,8566,2017-18,106.3,109.7,-3.4,17.2,0.289,0.727,0.15,0.544,97.64,17,2018-19
20,1610612760,Oklahoma City Thunder,48,34,0.585,8844,2017-18,110.1,106.4,3.7,15.8,0.32,0.725,0.143,0.546,97.34,49,2018-19
21,1610612753,Orlando Magic,25,57,0.305,8479,2017-18,104.7,109.4,-4.7,17.5,0.248,0.714,0.147,0.545,98.58,42,2018-19
22,1610612755,Philadelphia 76ers,52,30,0.634,9004,2017-18,108.5,103.9,4.6,19.1,0.286,0.736,0.163,0.568,100.75,51,2018-19
23,1610612756,Phoenix Suns,21,61,0.256,8522,2017-18,102.8,111.7,-9.0,15.6,0.271,0.724,0.155,0.532,101.14,19,2018-19
24,1610612757,Portland Trail Blazers,49,33,0.598,8661,2017-18,108.4,105.7,2.7,15.0,0.279,0.746,0.139,0.549,97.11,53,2018-19
25,1610612758,Sacramento Kings,27,55,0.329,8104,2017-18,103.1,110.4,-7.3,16.6,0.264,0.731,0.143,0.529,95.5,39,2018-19
26,1610612759,San Antonio Spurs,47,35,0.573,8424,2017-18,107.1,104.1,3.0,17.3,0.277,0.741,0.137,0.543,95.7,48,2018-19
27,1610612761,Toronto Raptors,59,23,0.72,9156,2017-18,113.0,105.3,7.7,17.9,0.274,0.725,0.135,0.575,98.02,58,2018-19
28,1610612762,Utah Jazz,48,34,0.585,8540,2017-18,107.4,103.0,4.4,17.1,0.256,0.756,0.152,0.564,96.58,50,2018-19
29,1610612764,Washington Wizards,43,39,0.524,8742,2017-18,108.1,107.7,0.4,18.4,0.274,0.732,0.148,0.56,97.67,32,2018-19
0,1610612737,Atlanta Hawks,29,53,0.354,9294,2018-19,107.5,113.1,-5.5,17.7,0.284,0.718,0.162,0.555,104.56,20,2019-20
1,1610612738,Boston Celtics,49,33,0.598,9216,2018-19,111.3,107.0,4.3,18.8,0.257,0.728,0.127,0.567,100.43,48,2019-20
2,1610612751,Brooklyn Nets,42,40,0.512,9204,2018-19,108.9,109.0,-0.1,16.9,0.282,0.72,0.146,0.556,101.52,35,2019-20
3,1610612766,Charlotte Hornets,39,43,0.476,9081,2018-19,110.7,112.0,-1.3,17.0,0.268,0.731,0.122,0.554,99.18,23,2019-20
4,1610612741,Chicago Bulls,22,60,0.268,8605,2018-19,104.5,112.8,-8.3,16.3,0.242,0.727,0.141,0.541,99.3,22,2019-20
5,1610612739,Cleveland Cavaliers,19,63,0.232,8567,2018-19,106.8,116.8,-10.0,15.6,0.282,0.732,0.138,0.54,97.37,19,2019-20
6,1610612742,Dallas Mavericks,33,49,0.402,8927,2018-19,108.7,110.1,-1.5,17.0,0.273,0.734,0.142,0.555,99.6,43,2019-20
7,1610612743,Denver Nuggets,54,28,0.659,9075,2018-19,112.1,108.1,4.0,19.3,0.308,0.744,0.136,0.558,98.49,46,2019-20
8,1610612765,Detroit Pistons,41,41,0.5,8778,2018-19,108.4,108.7,-0.3,16.5,0.291,0.745,0.14,0.544,97.88,20,2019-20
9,1610612744,Golden State Warriors,57,25,0.695,9650,2018-19,115.0,108.6,6.5,20.4,0.257,0.727,0.139,0.596,101.74,15,2019-20
10,1610612745,Houston Rockets,53,29,0.646,9341,2018-19,114.9,110.1,4.8,15.9,0.269,0.7,0.135,0.581,98.39,44,2019-20
11,1610612754,Indiana Pacers,48,34,0.585,8857,2018-19,109.4,106.0,3.4,18.9,0.269,0.722,0.139,0.561,98.64,45,2019-20
12,1610612746,LA Clippers,48,34,0.585,9442,2018-19,111.4,110.4,1.0,17.1,0.263,0.722,0.141,0.575,102.66,49,2019-20
13,1610612747,Los Angeles Lakers,37,45,0.451,9165,2018-19,107.4,108.9,-1.6,17.8,0.27,0.725,0.15,0.554,103.6,52,2019-20
14,1610612763,Memphis Grizzlies,33,49,0.402,8490,2018-19,105.6,108.0,-2.4,17.9,0.247,0.724,0.143,0.548,97.15,34,2019-20
15,1610612748,Miami Heat,39,43,0.476,8668,2018-19,106.7,107.1,-0.4,17.6,0.291,0.731,0.149,0.542,98.73,44,2019-20
16,1610612749,Milwaukee Bucks,60,22,0.732,9686,2018-19,113.5,104.9,8.6,18.3,0.25,0.757,0.133,0.583,103.57,56,2019-20
17,1610612750,Minnesota Timberwolves,36,46,0.439,9223,2018-19,110.6,112.2,-1.6,17.4,0.292,0.709,0.129,0.552,100.88,19,2019-20
18,1610612740,New Orleans Pelicans,33,49,0.402,9466,2018-19,110.7,112.0,-1.3,18.6,0.285,0.729,0.142,0.563,103.89,30,2019-20
19,1610612752,New York Knicks,17,65,0.207,8575,2018-19,104.0,112.9,-8.9,14.9,0.264,0.717,0.14,0.529,100.16,21,2019-20
20,1610612760,Oklahoma City Thunder,49,33,0.598,9387,2018-19,109.8,106.5,3.4,16.3,0.298,0.738,0.134,0.545,103.38,44,2019-20
21,1610612753,Orlando Magic,42,40,0.512,8800,2018-19,108.2,107.6,0.6,18.6,0.259,0.754,0.133,0.55,98.65,33,2019-20
22,1610612755,Philadelphia 76ers,51,31,0.622,9445,2018-19,111.6,109.0,2.6,18.7,0.278,0.741,0.144,0.574,102.59,43,2019-20
23,1610612756,Phoenix Suns,19,63,0.232,8815,2018-19,105.3,114.2,-8.9,17.3,0.247,0.683,0.153,0.552,101.15,34,2019-20
24,1610612757,Portland Trail Blazers,53,29,0.646,9402,2018-19,113.7,109.5,4.2,16.6,0.308,0.739,0.137,0.568,99.96,35,2019-20
25,1610612758,Sacramento Kings,39,43,0.476,9363,2018-19,109.6,110.8,-1.2,17.7,0.268,0.713,0.128,0.554,103.88,31,2019-20
26,1610612759,San Antonio Spurs,48,34,0.585,9156,2018-19,112.2,110.6,1.6,18.1,0.246,0.744,0.122,0.572,98.88,32,2019-20
27,1610612761,Toronto Raptors,58,24,0.707,9384,2018-19,112.6,106.8,5.8,18.2,0.265,0.726,0.138,0.579,100.51,53,2019-20
28,1610612762,Utah Jazz,50,32,0.61,9161,2018-19,110.3,105.3,5.0,18.5,0.275,0.759,0.149,0.572,100.84,44,2019-20
29,1610612764,Washington Wizards,32,50,0.39,9350,2018-19,110.2,112.9,-2.7,18.4,0.252,0.706,0.136,0.567,102.23,25,2019-20
0,1610612737,Atlanta Hawks,20,47,0.299,7488,2019-20,107.0,114.4,-7.4,16.9,0.267,0.708,0.155,0.554,103.28,41,2020-21
1,1610612738,Boston Celtics,48,24,0.667,8183,2019-20,112.8,106.5,6.3,16.7,0.283,0.731,0.137,0.57,99.92,36,2020-21
2,1610612751,Brooklyn Nets,35,37,0.486,8048,2019-20,108.7,109.2,-0.5,17.3,0.28,0.736,0.148,0.554,101.7,48,2020-21
3,1610612766,Charlotte Hornets,23,42,0.354,6687,2019-20,105.9,112.8,-7.0,17.7,0.28,0.706,0.15,0.539,96.24,33,2020-21
4,1610612741,Chicago Bulls,22,43,0.338,6945,2019-20,105.8,108.9,-3.1,16.9,0.267,0.719,0.153,0.547,100.46,31,2020-21
5,1610612739,Cleveland Cavaliers,19,46,0.292,6948,2019-20,106.9,114.8,-7.9,16.8,0.296,0.738,0.165,0.553,99.17,22,2020-21
6,1610612742,Dallas Mavericks,43,32,0.573,8776,2019-20,115.9,111.2,4.8,17.7,0.275,0.74,0.126,0.581,99.89,42,2020-21
7,1610612743,Denver Nuggets,46,27,0.63,8124,2019-20,112.6,110.4,2.2,19.1,0.294,0.725,0.139,0.567,97.64,47,2020-21
8,1610612765,Detroit Pistons,20,46,0.303,7078,2019-20,108.8,112.3,-3.5,17.7,0.277,0.717,0.155,0.561,97.86,20,2020-21
9,1610612744,Golden State Warriors,15,50,0.231,6912,2019-20,104.4,113.0,-8.6,18.2,0.255,0.722,0.146,0.54,101.04,39,2020-21
10,1610612745,Houston Rockets,44,28,0.611,8482,2019-20,112.5,109.8,2.7,15.5,0.249,0.713,0.14,0.578,104.04,17,2020-21
11,1610612754,Indiana Pacers,45,28,0.616,7989,2019-20,109.5,107.5,1.9,18.9,0.243,0.718,0.132,0.565,99.41,34,2020-21
12,1610612746,LA Clippers,49,23,0.681,8377,2019-20,113.3,106.9,6.3,16.9,0.278,0.737,0.142,0.577,102.16,47,2020-21
13,1610612747,Los Angeles Lakers,52,19,0.732,8054,2019-20,111.7,106.1,5.6,18.0,0.283,0.737,0.149,0.573,101.2,42,2020-21
14,1610612763,Memphis Grizzlies,34,39,0.466,8222,2019-20,108.7,109.7,-1.0,18.7,0.271,0.733,0.147,0.561,103.31,38,2020-21
15,1610612748,Miami Heat,44,29,0.603,8179,2019-20,111.9,109.3,2.7,18.8,0.257,0.753,0.149,0.587,98.7,40,2020-21
16,1610612749,Milwaukee Bucks,56,17,0.767,8663,2019-20,111.9,102.5,9.4,18.0,0.241,0.775,0.142,0.583,105.51,46,2020-21
17,1610612750,Minnesota Timberwolves,19,45,0.297,7248,2019-20,107.6,111.6,-4.0,16.7,0.264,0.731,0.146,0.551,103.94,23,2020-21
18,1610612740,New Orleans Pelicans,30,42,0.417,8341,2019-20,110.5,111.8,-1.3,18.4,0.287,0.729,0.156,0.568,103.89,31,2020-21
19,1610612752,New York Knicks,21,45,0.318,6983,2019-20,105.9,112.4,-6.5,16.0,0.3,0.742,0.143,0.531,99.11,41,2020-21
20,1610612760,Oklahoma City Thunder,44,28,0.611,7950,2019-20,110.1,108.1,2.1,16.3,0.241,0.728,0.137,0.573,99.42,22,2020-21
21,1610612753,Orlando Magic,33,40,0.452,7831,2019-20,107.9,109.2,-1.3,17.5,0.267,0.749,0.129,0.544,98.99,21,2020-21
22,1610612755,Philadelphia 76ers,43,30,0.589,8084,2019-20,110.7,108.4,2.3,18.5,0.281,0.753,0.142,0.566,99.59,49,2020-21
23,1610612756,Phoenix Suns,34,39,0.466,8294,2019-20,111.3,110.8,0.5,19.2,0.261,0.734,0.145,0.576,101.74,51,2020-21
24,1610612757,Portland Trail Blazers,35,39,0.473,8508,2019-20,113.2,114.3,-1.1,15.2,0.266,0.712,0.126,0.57,101.17,42,2020-21
25,1610612758,Sacramento Kings,31,41,0.431,7927,2019-20,109.5,111.4,-1.9,17.4,0.258,0.736,0.144,0.566,99.6,31,2020-21
26,1610612759,San Antonio Spurs,32,39,0.451,8098,2019-20,111.7,112.6,-0.9,17.9,0.233,0.751,0.123,0.572,101.14,33,2020-21
27,1610612761,Toronto Raptors,53,19,0.736,8118,2019-20,110.8,104.7,6.1,18.1,0.256,0.721,0.146,0.574,101.19,27,2020-21
28,1610612762,Utah Jazz,44,28,0.611,8013,2019-20,111.8,109.3,2.5,16.8,0.261,0.746,0.152,0.585,99.15,52,2020-21
29,1610612764,Washington Wizards,25,47,0.347,8238,2019-20,110.2,114.7,-4.5,17.6,0.262,0.712,0.136,0.562,103.38,34,2020-21
0,1610612737,Atlanta Hawks,41,31,0.569,8186,2020-21,114.3,112.1,2.2,17.6,0.284,0.742,0.133,0.581,98.68,43,2021-22
1,1610612738,Boston Celtics,36,36,0.5,8109,2020-21,113.1,111.8,1.2,17.1,0.289,0.737,0.141,0.574,98.94,51,2021-22
2,1610612751,Brooklyn Nets,48,24,0.667,8537,2020-21,117.3,113.1,4.2,19.3,0.252,0.726,0.134,0.61,100.27,44,2021-22
3,1610612766,Charlotte Hornets,33,39,0.458,7881,2020-21,110.1,112.0,-1.9,19.2,0.276,0.722,0.149,0.564,99.0,43,2021-22
4,1610612741,Chicago Bulls,31,41,0.431,7969,2020-21,110.4,111.5,-1.1,19.2,0.267,0.767,0.151,0.575,99.58,46,2021-22
5,1610612739,Cleveland Cavaliers,22,50,0.306,7476,2020-21,105.2,113.5,-8.3,17.5,0.28,0.729,0.157,0.543,97.96,44,2021-22
6,1610612742,Dallas Mavericks,42,30,0.583,8096,2020-21,114.6,112.3,2.3,17.2,0.253,0.734,0.123,0.582,97.94,52,2021-22
7,1610612743,Denver Nuggets,47,25,0.653,8284,2020-21,116.3,111.5,4.8,19.3,0.292,0.751,0.136,0.588,97.74,48,2021-22
8,1610612765,Detroit Pistons,20,52,0.278,7676,2020-21,107.6,112.2,-4.5,17.8,0.267,0.725,0.151,0.556,98.19,23,2021-22
9,1610612744,Golden State Warriors,39,33,0.542,8187,2020-21,110.5,109.4,1.1,19.6,0.222,0.727,0.146,0.583,102.81,53,2021-22
10,1610612745,Houston Rockets,17,55,0.236,7833,2020-21,107.0,114.4,-7.4,17.2,0.24,0.723,0.145,0.553,101.69,20,2021-22
11,1610612754,Indiana Pacers,34,38,0.472,8302,2020-21,111.9,111.9,0.1,19.2,0.247,0.701,0.131,0.575,102.05,25,2021-22
12,1610612746,LA Clippers,47,25,0.653,8209,2020-21,116.7,110.6,6.1,18.1,0.27,0.754,0.135,0.599,97.63,42,2021-22
13,1610612747,Los Angeles Lakers,42,30,0.583,7887,2020-21,109.8,106.8,2.9,18.0,0.269,0.748,0.152,0.569,98.85,33,2021-22
14,1610612763,Memphis Grizzlies,38,34,0.528,8157,2020-21,111.7,110.5,1.2,18.9,0.285,0.736,0.131,0.56,100.77,56,2021-22
15,1610612748,Miami Heat,40,32,0.556,7781,2020-21,110.6,110.7,-0.1,19.5,0.24,0.733,0.144,0.581,97.09,53,2021-22
16,1610612749,Milwaukee Bucks,46,26,0.639,8649,2020-21,116.5,110.7,5.8,18.0,0.269,0.755,0.134,0.593,102.85,51,2021-22
17,1610612750,Minnesota Timberwolves,23,49,0.319,8073,2020-21,109.3,114.5,-5.3,18.0,0.271,0.717,0.139,0.555,101.96,46,2021-22
18,1610612740,New Orleans Pelicans,31,41,0.431,8251,2020-21,113.0,113.3,-0.3,18.3,0.302,0.755,0.144,0.57,100.54,36,2021-22
19,1610612752,New York Knicks,41,31,0.569,7706,2020-21,110.2,107.8,2.4,16.3,0.264,0.738,0.133,0.559,96.32,37,2021-22
20,1610612760,Oklahoma City Thunder,22,50,0.306,7560,2020-21,102.8,113.4,-10.6,16.1,0.254,0.742,0.158,0.539,101.61,24,2021-22
21,1610612753,Orlando Magic,21,51,0.292,7488,2020-21,104.6,113.9,-9.3,16.3,0.252,0.744,0.129,0.527,99.17,22,2021-22
22,1610612755,Philadelphia 76ers,49,23,0.681,8182,2020-21,112.5,107.0,5.5,17.2,0.277,0.737,0.143,0.579,100.12,51,2021-22
23,1610612756,Phoenix Suns,51,21,0.708,8300,2020-21,116.3,110.4,5.9,19.6,0.248,0.741,0.126,0.597,98.0,64,2021-22
24,1610612757,Portland Trail Blazers,42,30,0.583,8360,2020-21,117.1,115.3,1.8,15.9,0.273,0.731,0.112,0.577,98.97,27,2021-22
25,1610612758,Sacramento Kings,31,41,0.431,8189,2020-21,112.7,116.5,-3.8,18.4,0.253,0.713,0.133,0.578,100.71,30,2021-22
26,1610612759,San Antonio Spurs,33,39,0.458,7998,2020-21,110.5,112.0,-1.5,17.9,0.243,0.733,0.113,0.554,99.45,34,2021-22
